objectid,filename,title,creator,mine,depth,date,description,subject,location,latitude,longitude,source,format original,format,type,identifier,language,rights,rightsstatement
watkins33,hamilton.jpg,Anaconda Mine 1000 ft. level East [no. 1166],"Watkins, Carleton E.",Anaconda Mine,1000,1890,Anaconda Mine 1000 level East. Wealth of ore 45 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Anaconda Mine; Butte; Silver Bow County; Montana; United States,46.01972222,-112.5236111,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1166,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins34,hermansen.png,High Ore Mine 400 ft. level East [no. 1202],"Watkins, Carleton E.",High Ore Mine,400,1890,High ore 400 level East Showing ore after blast ore 15 ft,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",High Ore Mine; Butte; Silver Bow County; Montana; United States,46.02388889,-112.5197222,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1202,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins35,hoellein.jpg,High Ore Mine 300 ft. level West [no. 1203],"Watkins, Carleton E.",High Ore Mine,300,1890,High ore 300 ft. level West Showing timbers along foot wall,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",High Ore Mine; Butte; Silver Bow County; Montana; United States,46.02388889,-112.5197222,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1203,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins36,hutchens.png,High Ore Mine 500 ft. level West [no. 1204],"Watkins, Carleton E.",High Ore Mine,500,1890,High ore 500 ft. level West Showing ore and timbers on foot wall,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",High Ore Mine; Butte; Silver Bow County; Montana; United States,46.02388889,-112.5197222,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1204,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins37,janangelo.jpg,High Ore Mine 300 ft. level East [no. 1205],"Watkins, Carleton E.",High Ore Mine,300,1890,High ore 300 ft. level East Showing tripod and drilling machine in operation,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",High Ore Mine; Butte; Silver Bow County; Montana; United States,46.02388889,-112.5197222,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1205,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins38,jules.png,High Ore Mine 300 ft. level West [no. 1206],"Watkins, Carleton E.",High Ore Mine,300,1890,High ore 300 ft. level West Showing [timbering along foot wall landing],"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",High Ore Mine; Butte; Silver Bow County; Montana; United States,46.02388889,-112.5197222,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1206,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins39,keenehan.jpeg,High Ore Mine 300 ft. level West [no. 1207],"Watkins, Carleton E.",High Ore Mine,300,1890,High ore 300 ft. level West Showing ore after blasting,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",High Ore Mine; Butte; Silver Bow County; Montana; United States,46.02388889,-112.5197222,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1207,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins40,keller.jpg,High Ore Mine 200 ft. level East [no. 1208],"Watkins, Carleton E.",High Ore Mine,200,1890,High ore 200 ft. level East Showing two sets of ore in face of drift,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",High Ore Mine; Butte; Silver Bow County; Montana; United States,46.02388889,-112.5197222,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1208,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins41,kennedy.jpg,High Ore Mine 200 ft. level East [no. 1209],"Watkins, Carleton E.",High Ore Mine,200,1890,High ore 200 ft. level East Showing ore in hanging wall Ore 15 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",High Ore Mine; Butte; Silver Bow County; Montana; United States,46.02388889,-112.5197222,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1209,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins42,labraque.png,High Ore Mine 200 ft. level East [no. 1210],"Watkins, Carleton E.",High Ore Mine,200,1890,High ore 200 ft. level East Ore 25 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",High Ore Mine; Butte; Silver Bow County; Montana; United States,46.02388889,-112.5197222,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1210,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins43,laufer.png,High Ore Mine 400 ft. level East still floor [no. 1211],"Watkins, Carleton E.",High Ore Mine,400,1890,High ore 400 level East sill showing floor Showing ore breast,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",High Ore Mine; Butte; Silver Bow County; Montana; United States,46.02388889,-112.5197222,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1211,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins44,lopez.jpg,Anaconda Mine 1000 ft. level West [no. 1168],"Watkins, Carleton E.",Anaconda Mine,1000,1890,Anaconda Mine 1000 level West. Wealth of ore 75 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Anaconda Mine; Butte; Silver Bow County; Montana; United States,46.01972222,-112.5236111,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1168,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins45,mahaffey.jpg,"Mountain Consolidated Mine 100 ft. level Station (note ""1890"" on beam) [no. 1212]","Watkins, Carleton E.",Mountain Consolidated Mine,100,1890,"Mt Com 100 Station [note ""1890"" on beam]","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1212,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins46,malliaris.jpg,Mountain Consolidated Mine 100 Station at shaft [no. 1214],"Watkins, Carleton E.",Mountain Consolidated Mine,100,1890,Mt Con 100 Station at shaft,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1214,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins47,michaud.png,Mountain Consolidated Mine 100 ft. level [no. 1215],"Watkins, Carleton E.",Mountain Consolidated Mine,100,1890,Mt Con 100 level Showing miners replacing and repairing old timbers,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1215,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins48,moser.jpg,Mountain Consolidated Mine 400 ft. level East still floor breast [no. 1216],"Watkins, Carleton E.",Mountain Consolidated Mine,400,1890,Mt Con 400 level East sill floor breast. Showing Supt. Carroll and drilling machine in act of drilling ore breast,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1216,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins49,mousavian.jpg,Mountain Consolidated Mine 100 ft. level East still floor [no. 1217],"Watkins, Carleton E.",Mountain Consolidated Mine,100,1890,Mt Con 100 level East sill floor.  Showing miners in ore breast filling ore cars. Ore 12 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1217,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins50,nicholson.jpg,Mountain Consolidated Mine 400 ft. level East [no. 1218],"Watkins, Carleton E.",Mountain Consolidated Mine,400,1890,Mt Con 400 level East. Showing drift and timbers 100 ft. west of ore breast,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1218,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins51,oksala.png,Mountain Consolidated Mine 100 ft. level West still floor [no. 1219],"Watkins, Carleton E.",Mountain Consolidated Mine,100,1890,Mt Con 100 level West sill floor.  Showing untimbered ore breast,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1219,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins52,ottati.jpg,Mountain Consolidated Mine 400 ft. level East still floor [no. 1220],"Watkins, Carleton E.",Mountain Consolidated Mine,400,1890,Mt Con 400 level East sill floor Showing ore breast without timbers,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1220,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins53,petrich.jpg,Mountain Consolidated Mine 550 ft. level East still floor,"Watkins, Carleton E.",Mountain Consolidated Mine,550,1890,Mountain Consolidated Mine 550 level East sill floor.  Showing a fine ore breast untimbered,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1221,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins54,pine.jpg,Mountain Consolidated Mine 550 ft. level East [no. 1222],"Watkins, Carleton E.",Mountain Consolidated Mine,550,1890,Mt Con 550 level East.  Showing a fine ore body with part of 1st or 2nd floor timbers in sight,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1222,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins55,pintchman.jpg,Anaconda Mine 1000 ft. level East [no. 1167],"Watkins, Carleton E.",Anaconda Mine,1000,1890,Anaconda Mine 1000 level East. Wealth of ore 45 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Anaconda Mine; Butte; Silver Bow County; Montana; United States,46.01972222,-112.5236111,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1167,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins56,pope.png,Mountain Consolidated Mine 300 ft. level East still floor  [no. 1223],"Watkins, Carleton E.",Mountain Consolidated Mine,300,1890,Mt Con 300 level East still floor.  Ore breast showing miners at world Ore 40 ft,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1223,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins57,print.txt,Mountain Consolidated Mine 200 ft. level East sill floor  [no. 1224],"Watkins, Carleton E.",Mountain Consolidated Mine,200,1890,Mt Con 200 level East sill floor.  Showing ore and timbers on hanging wall,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1224,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins58,qeadan.jpg,Mountain Consolidated Mine 400 ft. level East sill floor  [no. 1225],"Watkins, Carleton E.",Mountain Consolidated Mine,400,1890,Mt Con 400 level East sill floor.  Showing ore breast,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1225,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins59,ramsey.jpg,Mountain Consolidated Mine 200 ft. level East sill floor  [no. 1226],"Watkins, Carleton E.",Mountain Consolidated Mine,200,1890,Mt Con 200 level East sill floor.  Showing ore after a blast.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1226,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins60,README.md,Mountain Consolidated Mine 100 ft. level West sill floor  [no. 1227],"Watkins, Carleton E.",Mountain Consolidated Mine,100,1890,Mt Con 100 level West sill floor.  Showing ore blast of level,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1227,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins61,reddon.jpeg,Mountain Consolidated Mine 400 ft. level East sill floor  [no. 1228],"Watkins, Carleton E.",Mountain Consolidated Mine,400,1890,Mt Con 400 level East sill floor.  Ore breast showing ore in foot wall,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1228,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins62,rosenblatt.jpg,Mountain Consolidated Mine 400 ft. level East sill floor  [no. 1229],"Watkins, Carleton E.",Mountain Consolidated Mine,400,1890,Mt Con 400 level East sill floor.  Ore breast showing miners drilling in ore.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1229,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins63,schusler.jpg,Mountain Consolidated Mine 300 ft. level East sill floor  [no. 1230],"Watkins, Carleton E.",Mountain Consolidated Mine,300,1890,Mt Con 300 level East sill floor.  Showing ore breast closely timbered.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1230,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
watkins64,shuffelton.jpg,Mountain Consolidated Mine 300 ft. level East sill floor  [no. 1231],"Watkins, Carleton E.",Mountain Consolidated Mine,300,1890,Mt Con 300 level East sill floor.  Ore breast showing ore in foot wall.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.); Photographic prints",Mountain Consolidated Mine; Butte; Silver Bow County; Montana; United States,46.02333333,-112.5313889,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives. https://www.lib.uidaho.edu/digital/watkins/",Black and White Photograph,image/jpeg,Image;StillImage,89-1231,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
